код ТТ;Название ТТ;Широта;Долгота;Продажи;Кластер;Нов продажи с корректировкой 25;Топ/аут;Потенциал продаж;Субканал (формат);Ассортимент,добавить sku:;Цена, снизить sku:;Выкладка на ХП, добавить:;Выкладка на ТП, добавить:;Оборудование, добавить:;ДМП, добавить:
298790001223969;Пятёрочка;55,172213;61,366343;34.349231152668;ПродуктСО412;58,85317097;0;0,2;Конвиниенс;10;;2;33;;
298790001223970;Пятёрочка;55,174388;61,337462;27.0122642257161;ПродуктСО403;27,01226423;1;0;Конвиниенс;;;;;;
294520000382517;Магнит Кашемир;55,1894243;61,31705091;248.313036962123;ПродуктСО533;248,313037;1;0;Конвиниенс;;;;;;
298790000844421;Магнит Этнограф;55,1781692;61,3542176;64.2051984770423;ПродуктСО423;116,5583515;0;0,2;Конвиниенс;;;26;23;;
298790001182744;Магнит Локализация;55,177303;61,36354;210.619961549965;ПродуктСО523;210,6199615;1;0;Конвиниенс;;;;;;
298790001182756;Магнит Пирлсити;55,1824;61,331722;116.456278397887;ПродуктСО433;120,0517368;0;0,030873891;Конвиниенс;;;1;;;
298790001182757;Магнит Докучаевск;55,1845;61,337929;91.1892172207925;ПродуктСО523;112,8544541;0;0,2;Конвиниенс;;;1;;;
6822164;Магнит Лилейный;55,1853122363183;61,3391801555158;89.3293854828752;ПродуктСО533;132,4588263;0;0,2;Конвиниенс;;;11;14;;
96812670;Магнит Каширинский;55,1781548154695;61,313119077956;75.0599809172124;ПродуктСО423;116,5583515;0;0,2;Конвиниенс;;;29;;;
N*551751043;Магнит Бирка;55,1715702;61,2997015;110.550339114269;ПродуктСО433;120,0517368;0;0,085946346;Конвиниенс;;;1;35;;
