код ТТ;Название ТТ;Широта;Долгота;Продажи;Кластер;Нов продажи с корректировкой 25;Топ/аут;Потенциал продаж;Субканал (формат);Ассортимент,добавить sku:;Цена, снизить sku:;Выкладка на ХП, добавить:;Выкладка на ТП, добавить:;Оборудование, добавить:;ДМП, добавить:
2,94521E+14;Ариант;55,0590067;61,3237835;89.9208869277947;ПродуктСО400;98,91297562;0;0.1;Конвиниенс;10;;;;;
2,9879E+14;Ариант;55,07062;61,389484;24.727014272394;ПродуктСО403;24,72701427;1;0;Конвиниенс;;;;;;
2,9879E+14;Ариант;55,14239;61,37608;2.99840458436914;ПродуктСО403;3,540740332;0;0.2;Конвиниенс;10;;;;;
2,9452E+14;Усманова А. В;55,1415097;61,3920313;67.895153663052;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;;10;26;;;
2,9452E+14;Панова А. Ю;55,03882054;61,37030784;94.8954361138772;ПродуктСО433;120,0517368;0;0.2;Конвиниенс;5;;;;1;9
2,94521E+14;Ариант;55,26373508;61,40294501;1.64687294413731;ПродуктСО403;2,709095044;0;0.2;Конвиниенс;10;;;;;
2,9879E+14;Ариант;55,2374846;61,38055556;1.93096747014555;ПродуктСО403;3,540740332;0;0.2;Конвиниенс;10;;;;;
2,9879E+14;Ариант;55,25829107;61,38208274;2.12456083145421;ПродуктСО403;3,540740332;0;0.2;Конвиниенс;10;;;;;
2,9879E+14;Магнит Навсари;55,10737;61,48005;188.13814294686;ПродуктСО533;188,1381429;1;0;Конвиниенс;;;;;;
2,9452E+14;Магнит Сугомак;55,1225935;61,4346994;116.555367627868;ПродуктСО513;116,5553676;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Прононс;55,100713;61,4799693;135.225065261427;ПродуктСО423;135,2250653;1;0;Конвиниенс;;;;;;
682278;Магнит Майдстоун;55,11654641;61,45964392;110.052930523709;ПродуктСО423;116,5583515;0;0.059111747;Конвиниенс;;;22;;;
N*551754295;Магнит Бецольд;55,138459;61,4436324;124.839655221797;ПродуктСО523;124,8396552;1;0;Конвиниенс;;;;;;
6822213;Моя Цена Фейхоа;55,13182365;61,42787349;38.2479991494925;ПродуктСО513;67,89813751;0;0.2;Конвиниенс;10;;20;10;;
N*551752658;Магнит Блиндаж;55,11868824;61,42422896;57.746475996926;ПродуктСО514;98,11505732;0;0.2;Конвиниенс;;;7;;;
N*551752849;Магнит Карнай;55,11344951;61,4585345;63.4416910725811;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;10;;29;3;;
2,9879E+14;Пятёрочка;55,161125;61,452293;59.4312133252105;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;10;;29;35;;
2,9452E+14;Магнит Южноуральский;55,17911148;61,46568298;230.761977355125;ПродуктСО423;230,7619774;1;0;Конвиниенс;;;;;;
1911017536;Магнит Хохрякова;55,18193054;61,48604584;137.023424291248;ПродуктСО423;137,0234243;1;0;Конвиниенс;;;;;;
1911117480;Магнит Мамина;55,17337036;61,48233414;142.996054856971;ПродуктСО423;142,9960549;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Губерния;55,1733514;61,551452;225.312210625564;ПродуктСО433;225,3122106;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Церемония;55,17580418;61,45600475;71.3144181465197;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;2;;5;;;
2,9879E+14;Магнит Ланской;55,19419675;61,48093675;164.686516304565;ПродуктСО543;164,6865163;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Деляна;55,1836907;61,4575595;52.9419183872958;ПродуктСО423;87,90942383;0;0.2;Конвиниенс;;;18;24;;
2,9879E+14;Магнит Флиппин;55,18836;61,46187;244.685585178939;ПродуктСО422;244,6855852;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Шлифовщик;55,18597;61,46877;179.971182804378;ПродуктСО522;179,9711828;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Подтопление;55,166516;61,466981;62.4389614819748;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;;;14;29;;
N*551751348;Магнит Литье;55,1675017;61,5234369;125.185469648195;ПродуктСО424;125,1854696;1;0;Конвиниенс;;;;;;
N*551754219;Магнит Тапкана;55,16099151;61,45893045;103.918035378983;ПродуктСО533;132,4588263;0;0.2;Конвиниенс;;;12;1;;
2,9452E+14;Магнит Салют;55,16848373;61,47025299;49.3694999366457;ПродуктСО423;84,33700538;0;0.2;Конвиниенс;;10;29;23;;
2,9879E+14;Магнит Мураново;55,16115937;61,43961143;71.6063920508106;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;4;;11;;;2
2,9879E+14;Магнит Мотбодары;55,172085;61,527671;93.2597992664554;ПродуктСО424;108,1263075;0;0.2;Конвиниенс;10;;12;;;
N*55175230;Магнит Тулон;55,17869484;61,4610227;40.8084145085353;ПродуктСО513;70,45855286;0;0.2;Конвиниенс;10;;20;35;;
N*551753002;Магнит Идалия;55,1709585;61,5366813;109.137942585309;ПродуктСО433;120,0517368;0;0.1;Конвиниенс;;;1;;;1
2,9879E+14;Пятёрочка;55,170429;61,311186;67.9967021544691;ПродуктСО413;82,35002502;0;0.2;Конвиниенс;10;;27;35;;
2,9879E+14;Пятёрочка;55,17802429;61,30909348;81.238723805472;ПродуктСО413;82,35002502;0;0.013679452;Конвиниенс;2;;24;10;;
2,9879E+14;Пятёрочка;55,1792084;61,3095555;80.6727607613278;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;10;;29;9;;9
2,9879E+14;Пятёрочка;55,172213;61,366343;34.349231152668;ПродуктСО412;58,85317097;0;0.2;Конвиниенс;10;;2;33;;
2,9879E+14;Пятёрочка;55,174388;61,337462;27.0122642257161;ПродуктСО403;27,01226423;1;0;Конвиниенс;;;;;;
2,9452E+14;Магнит Кашемир;55,1894243;61,31705091;248.313036962123;ПродуктСО533;248,313037;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Этнограф;55,1781692;61,3542176;64.2051984770423;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;;;26;23;;
2,9879E+14;Магнит Локализация;55,177303;61,36354;210.619961549965;ПродуктСО523;210,6199615;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Пирлсити;55,1824;61,331722;116.456278397887;ПродуктСО433;120,0517368;0;0.030873891;Конвиниенс;;;1;;;
2,9879E+14;Магнит Докучаевск;55,1845;61,337929;91.1892172207925;ПродуктСО523;112,8544541;0;0.2;Конвиниенс;;;1;;;
6822164;Магнит Лилейный;55,18531224;61,33918016;89.3293854828752;ПродуктСО533;132,4588263;0;0.2;Конвиниенс;;;11;14;;
96812670;Магнит Каширинский;55,17815482;61,31311908;75.0599809172124;ПродуктСО423;116,5583515;0;0.2;Конвиниенс;;;29;;;
N*551751043;Магнит Бирка;55,1715702;61,2997015;110.550339114269;ПродуктСО433;120,0517368;0;0.085946346;Конвиниенс;;;1;35;;
N*55175219;Магнит Макера;55,18170959;61,33222223;31.9575724332493;ПродуктСО433;67,97309349;0;0.2;Конвиниенс;10;;29;1;;
2,9452E+14;Магнит Лондон;55,16294577;61,30056791;52.387813293262;ПродуктСО503;52,38781329;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Ракушник;55,1649;61,286068;51.545351096398;ПродуктСО503;51,5453511;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Щербакты;55,179226;61,35203;50.0093462366716;ПродуктСО423;84,97685168;0;0.2;Конвиниенс;;;9;;;
N*551752083;Магнит Эладио;55,16290266;61,38841694;54.8771198073131;ПродуктСО423;89,84462525;0;0.2;Конвиниенс;10;;26;18;;
2,9452E+14;Магнит Артуа;55,18208313;61,43535233;125.602207098903;ПродуктСО523;125,6022071;1;0;Конвиниенс;;;;;;
2,9452E+14;Магнит Радхан;55,18031311;61,4283371;275.737257507249;ПродуктСО523;275,7372575;1;0;Конвиниенс;;;;;;
2,94521E+14;Магнит Ончетта;55,17483652;61,41640663;243.204502952113;ПродуктСО423;243,204503;1;0;Конвиниенс;;;;;;
2,9879E+14;Магнит Тиник;55,1635673;61,4215964;86.918376931466;ПродуктСО432;103,2690948;0;0.2;Конвиниенс;;;14;4;;2
