код ТТ;Название ТТ;Широта;Долгота;Продажи;Кластер;Нов продажи с корректировкой 25;Топ/аут;Потенциал продаж;Субканал (формат)
2,9452E+14;Красное и Белое;55,19174345;61,37760449;64.45159129;СпецАлко403;114,1056401;0;0.770408422;Алкомаркеты
2,9452E+14;Красное и Белое;55,24077153;61,37739304;107.663638;СпецАлко403;114,1056401;0;0.059834519;Алкомаркеты
2,9452E+14;Красное и Белое;55,11864182;61,4629785;142.2265841;СпецАлко403;142,2265841;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,20358973;61,28489759;97.76134887;СпецАлко403;114,1056401;0;0.167185614;Алкомаркеты
2,9452E+14;Красное и Белое;55,18736589;61,46759226;93.66469527;СпецАлко403;114,1056401;0;0.21823532;Алкомаркеты
2,9452E+14;Красное и Белое;55,18867335;61,32289367;114.7816417;СпецАлко403;114,7816417;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,18788051;61,39296581;83.36448277;СпецАлко403;114,1056401;0;0.368756049;Алкомаркеты
2,9452E+14;Красное и Белое;55,20826272;61,30711222;135.2407705;СпецАлко403;135,2407705;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,03836992;61,38023879;195.9328936;СпецАлко403;195,9328936;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17150293;61,31031688;95.2960029;СпецАлко403;114,1056401;0;0.197381176;Алкомаркеты
2,9452E+14;Красное и Белое;55,16281667;61,41839448;78.89873707;СпецАлко402;90,88106225;0;0.15186967;Алкомаркеты
2,9452E+14;Красное и Белое;55,14171808;61,39279458;169.7662607;СпецАлко402;169,7662607;1;0;Алкомаркеты
2,94521E+14;Красное и Белое;55,192017;61,288046;75.44336188;СпецАлко403;114,1056401;0;0.512467594;Алкомаркеты
2,94521E+14;Красное и Белое;55,14510099;61,38466963;71.10412459;СпецАлко403;114,1056401;0;0.604768229;Алкомаркеты
2,94521E+14;Красное и Белое;55,09842077;61,48307873;173.71556;СпецАлко403;173,71556;1;0;Алкомаркеты
2,94521E+14;Красное и Белое;55,14000284;61,42391912;146.7825278;СпецАлко403;146,7825278;1;0;Алкомаркеты
2,94521E+14;Красное и Белое;55,17008923;61,51921712;164.161545;СпецАлко403;164,161545;1;0;Алкомаркеты
2,94521E+14;Красное и Белое;55,17568652;61,33240074;126.3911478;СпецАлко403;126,3911478;1;0;Алкомаркеты
2,94521E+14;Красное и Белое;55,17238599;61,54616597;181.7391431;СпецАлко403;181,7391431;1;0;Алкомаркеты
2,94521E+14;Красное и Белое;55,11198779;61,33448929;194.385088;СпецАлко404;194,385088;1;0;Алкомаркеты
2,94521E+14;Красное и Белое;55,17207162;61,48487317;151.2445331;СпецАлко403;151,2445331;1;0;Алкомаркеты
2,94521E+14;Красное и Белое;55,18125445;61,34453235;95.73373169;СпецАлко403;114,1056401;0;0.191906322;Алкомаркеты
2,94521E+14;Красное и Белое;55,17484219;61,25725073;95.95297547;СпецАлко403;114,1056401;0;0.189182925;Алкомаркеты
2,94521E+14;Красное и Белое;55,19371206;61,35430349;68.24201782;СпецАлко403;114,1056401;0;0.672073067;Алкомаркеты
2,9879E+14;Красное и Белое;55,237652;61,302387;133.5400124;СпецАлко403;133,5400124;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,25893112;61,39137976;142.8575175;СпецАлко403;142,8575175;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,11415262;61,34861179;190.5395803;СпецАлко403;190,5395803;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,21439474;61,3034464;128.4622732;СпецАлко403;128,4622732;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,1534041;61,3981627;97.07855857;СпецАлко404;136,3945342;0;0.404991341;Алкомаркеты
2,9879E+14;Красное и Белое;55,24531497;61,41016915;166.2530442;СпецАлко403;166,2530442;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,249614;61,392622;88.5682783;СпецАлко403;114,1056401;0;0.288335307;Алкомаркеты
2,9879E+14;Красное и Белое;55,16123809;61,44025239;84.68646727;СпецАлко403;114,1056401;0;0.347389302;Алкомаркеты
2,9879E+14;Красное и Белое;55,26448553;61,39112916;125.0756226;СпецАлко403;125,0756226;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,18087539;61,44546863;83.42878985;СпецАлко403;114,1056401;0;0.367701009;Алкомаркеты
2,9879E+14;Красное и Белое;55,18422536;61,30181897;83.68294458;СпецАлко403;114,1056401;0;0.363547144;Алкомаркеты
2,9879E+14;Красное и Белое;55,234526;61,300095;193.6234421;СпецАлко403;193,6234421;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,1888797;61,3822301;122.4101546;СпецАлко403;122,4101546;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,13612809;61,43296726;176.7111154;СпецАлко403;176,7111154;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,18445475;61,38919403;73.14511269;СпецАлко403;114,1056401;0;0.559989941;Алкомаркеты
2,9879E+14;Красное и Белое;55,144228;61,435178;124.1930878;СпецАлко403;124,1930878;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,184496;61,33403;96.5106388;СпецАлко403;114,1056401;0;0.18231152;Алкомаркеты
2,9879E+14;Красное и Белое;55,142225;61,383854;136.4279904;СпецАлко403;136,4279904;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,190176;61,476294;146.0726157;СпецАлко403;146,0726157;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,181892;61,399692;109.1573121;СпецАлко403;114,1056401;0;0.04533208;Алкомаркеты
2,9879E+14;Красное и Белое;55,267138;61,397056;141.575378;СпецАлко403;141,575378;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,171;61,28;54.5848439;СпецАлко402;90,88106225;0;0.664950484;Алкомаркеты
2,9879E+14;Красное и Белое;55,18052;61,30568;76.44942679;СпецАлко403;114,1056401;0;0.49256371;Алкомаркеты
2,9879E+14;Красное и Белое;55,146425;61,413244;78.45927666;СпецАлко403;114,1056401;0;0.454329493;Алкомаркеты
2,9879E+14;Красное и Белое;55,151276;61,379917;64.45448815;СпецАлко403;114,1056401;0;0.770328853;Алкомаркеты
2,9879E+14;Красное и Белое;55,16867;61,42177;113.3889944;СпецАлко403;114,1056401;0;0.00632024;Алкомаркеты
2,9879E+14;Красное и Белое;55,180267;61,487377;147.7049276;СпецАлко403;147,7049276;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,195061;61,302886;182.7887148;СпецАлко403;182,7887148;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,247646;61,38607;128.0795604;СпецАлко403;128,0795604;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,17627;61,3791;123.9950311;СпецАлко404;136,3945342;0;0.1;Алкомаркеты
2,9879E+14;Красное и Белое;55,17681;61,36866;84.28916214;СпецАлко403;114,1056401;0;0.353740352;Алкомаркеты
2,9879E+14;Красное и Белое;55,189275;61,386959;91.64820642;СпецАлко403;114,1056401;0;0.245039532;Алкомаркеты
2,9879E+14;Красное и Белое;55,250249;61,401503;99.22354548;СпецАлко403;114,1056401;0;0.149985515;Алкомаркеты
2,9879E+14;Красное и Белое;55,19911;61,313872;164.7740469;СпецАлко403;164,7740469;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,179066;61,30198;77.36845633;СпецАлко403;114,1056401;0;0.474834131;Алкомаркеты
2,9879E+14;Красное и Белое;55,168105;61,280652;38.40598091;СпецАлко402;65,67029959;0;0.70989773;Алкомаркеты
2,9879E+14;Красное и Белое;55,1359149;61,4552704;107.6721341;СпецАлко403;114,1056401;0;0.059750892;Алкомаркеты
2,9879E+14;Красное и Белое;55,1763533;61,4305841;108.0508165;СпецАлко403;114,1056401;0;0.056036814;Алкомаркеты
2,9879E+14;Красное и Белое;55,16056824;61,37495041;63.71085923;СпецАлко403;114,1056401;0;0.790992014;Алкомаркеты
2,9879E+14;Красное и Белое;55,1440263;61,4460703;94.73863336;СпецАлко404;136,3945342;0;0.439692862;Алкомаркеты
2,9879E+14;Красное и Белое;55,2081685;61,2738006;139.7968841;СпецАлко403;139,7968841;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,1602624;61,4008078;73.07835909;СпецАлко403;114,1056401;0;0.561414918;Алкомаркеты
2,9879E+14;Красное и Белое;55,2520452;61,4036846;147.8269814;СпецАлко403;147,8269814;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,13661957;61,43878937;95.5365799;СпецАлко403;114,1056401;0;0.194365971;Алкомаркеты
2,9879E+14;Красное и Белое;55,191624;61,34851;110.636952;СпецАлко403;114,1056401;0;0.031351985;Алкомаркеты
2,9879E+14;Красное и Белое;55,1604374;61,2974197;93.87341815;СпецАлко404;136,3945342;0;0.452962264;Алкомаркеты
2,9879E+14;Красное и Белое;55,173843;61,522604;203.4749222;СпецАлко403;203,4749222;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,16941;61,45179;103.2283598;СпецАлко403;114,1056401;0;0.105371046;Алкомаркеты
2,9879E+14;Красное и Белое;55,16268921;61,29071426;84.67943419;СпецАлко404;136,3945342;0;0.610716173;Алкомаркеты
2,9879E+14;Красное и Белое;55,16884613;61,53840256;123.6834223;СпецАлко403;123,6834223;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,1717186;61,25596619;51.19831141;СпецАлко403;85,43000342;0;0.668609786;Алкомаркеты
2,9879E+14;Красное и Белое;55,17921066;61,3952713;122.180266;СпецАлко403;122,180266;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,17228317;61,31527328;85.20395469;СпецАлко403;114,1056401;0;0.339205914;Алкомаркеты
2,9879E+14;Красное и Белое;55,1311603;61,4504496;69.97897128;СпецАлко403;114,1056401;0;0.630570412;Алкомаркеты
2,9879E+14;Красное и Белое;55,1565099;61,3810646;98.28384325;СпецАлко403;114,1056401;0;0.160980648;Алкомаркеты
2,9879E+14;Красное и Белое;55,0383386;61,3726809;107.0979754;СпецАлко403;114,1056401;0;0.065432279;Алкомаркеты
2,9879E+14;Красное и Белое;55,178;61,334362;79.22566332;СпецАлко403;114,1056401;0;0.440261088;Алкомаркеты
2,9879E+14;Красное и Белое;55,1730893;61,3599807;67.91836479;СпецАлко401;113,6483606;0;0.673308256;Алкомаркеты
2,9879E+14;Красное и Белое;55,17581;61,401646;105.3075901;СпецАлко403;114,1056401;0;0.083546209;Алкомаркеты
2,9879E+14;Красное и Белое;55,111238;61,467789;102.8364249;СпецАлко403;114,1056401;0;0.109583887;Алкомаркеты
2,9879E+14;Красное и Белое;55,167095;61,41795;72.78085047;СпецАлко403;114,1056401;0;0.567797564;Алкомаркеты
2,9879E+14;Красное и Белое;55,190719;61,332009;81.92785978;СпецАлко403;114,1056401;0;0.392757486;Алкомаркеты
2,9879E+14;Красное и Белое;55,174388;61,337462;66.86612296;СпецАлко403;114,1056401;0;0.706479081;Алкомаркеты
2,9879E+14;Красное и Белое;55,240852;61,36645;137.6934027;СпецАлко403;137,6934027;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,181973;61,44616;105.4288318;СпецАлко403;114,1056401;0;0.082300146;Алкомаркеты
2,9879E+14;Красное и Белое;55,12397766;61,36953354;122.3187474;СпецАлко403;122,3187474;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,13088;61,373585;75.52462576;СпецАлко402;90,88106225;0;0.20333019;Алкомаркеты
2,9879E+14;Красное и Белое;55,164942;61,457548;82.69514407;СпецАлко403;114,1056401;0;0.37983483;Алкомаркеты
2,9879E+14;Красное и Белое;55,185394;61,429377;78.28656328;СпецАлко403;114,1056401;0;0.45753799;Алкомаркеты
2,9879E+14;Красное и Белое;55,175007;61,339798;85.48519438;СпецАлко403;114,1056401;0;0.33480003;Алкомаркеты
2,9879E+14;Красное и Белое;55,208548;61,284982;103.5550087;СпецАлко403;114,1056401;0;0.101884317;Алкомаркеты
2,9879E+14;Красное и Белое;55,1681717;61,2784504;36.90337784;СпецАлко402;64,16769651;0;0.738802795;Алкомаркеты
2,9879E+14;Красное и Белое;55,13148;61,442368;74.0911137;СпецАлко403;114,1056401;0;0.54007187;Алкомаркеты
2,9879E+14;Красное и Белое;55,208204;61,273726;48.80792844;СпецАлко403;83,03962046;0;0.701355151;Алкомаркеты
2,9879E+14;Красное и Белое;55,175493;61,260467;71.11443115;СпецАлко403;114,1056401;0;0.604535651;Алкомаркеты
2,9879E+14;Красное и Белое;55,141881;61,426314;114.2804903;СпецАлко403;114,2804903;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,178038;61,295277;81.62967126;СпецАлко403;114,1056401;0;0.39784515;Алкомаркеты
2,9879E+14;Красное и Белое;55,186109;61,430509;206.2431456;СпецАлко403;206,2431456;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,190193;61,294918;77.52058063;СпецАлко403;114,1056401;0;0.471939956;Алкомаркеты
2,9879E+14;Красное и Белое;55,211399;61,300712;51.28861877;СпецАлко403;85,52031079;0;0.667432519;Алкомаркеты
2,9879E+14;Красное и Белое;55,196115;61,479027;145.6504435;СпецАлко403;145,6504435;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,208782;61,280922;69.65104444;СпецАлко403;114,1056401;0;0.638247365;Алкомаркеты
2,9879E+14;Красное и Белое;55,183256;61,444038;143.1584611;СпецАлко403;143,1584611;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,212216;61,288683;46.32499199;СпецАлко403;80,556684;0;0.738946529;Алкомаркеты
2,9879E+14;Красное и Белое;55,109374;61,478147;84.05897264;СпецАлко403;114,1056401;0;0.357447474;Алкомаркеты
2,9879E+14;Красное и Белое;55,189491;61,323331;108.8313694;СпецАлко403;114,1056401;0;0.04846278;Алкомаркеты
2,9879E+14;Красное и Белое;55,144764;61,443794;97.06634211;СпецАлко403;114,1056401;0;0.175542805;Алкомаркеты
2,9879E+14;Красное и Белое;55,19037;61,391235;97.21125393;СпецАлко403;114,1056401;0;0.173790435;Алкомаркеты
2,9879E+14;Красное и Белое;55,1806;61,332;74.47228985;СпецАлко403;114,1056401;0;0.532189225;Алкомаркеты
2,9879E+14;Красное и Белое;55,195061;61,352859;125.5835596;СпецАлко403;125,5835596;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,177086;61,29863;101.9742253;СпецАлко403;114,1056401;0;0.118965501;Алкомаркеты
2,9879E+14;Красное и Белое;55,18946;61,37694;64.03454161;СпецАлко403;114,1056401;0;0.781938891;Алкомаркеты
2,9879E+14;Красное и Белое;55,184326;61,457134;120.9092023;СпецАлко403;120,9092023;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,12786;61,470646;52.94473752;СпецАлко403;87,17642953;0;0.646555137;Алкомаркеты
2,9879E+14;Красное и Белое;55,177283;61,438513;87.24498403;СпецАлко403;114,1056401;0;0.307876221;Алкомаркеты
2,9879E+14;Красное и Белое;55,13669;61,39719;87.83898859;СпецАлко402;90,88106225;0;0.034632385;Алкомаркеты
2,9879E+14;Красное и Белое;55,25496;61,402283;98.33636238;СпецАлко403;114,1056401;0;0.160360596;Алкомаркеты
2,9879E+14;Красное и Белое;55,166089;61,453614;74.12278933;СпецАлко403;114,1056401;0;0.539413736;Алкомаркеты
2,9879E+14;Красное и Белое;55,172506;61,551027;105.2410155;СпецАлко403;114,1056401;0;0.084231651;Алкомаркеты
2,9879E+14;Красное и Белое;55,248512;61,40311;69.08738045;СпецАлко403;114,1056401;0;0.651613353;Алкомаркеты
2,9879E+14;Красное и Белое;55,17992;61,324104;73.17955962;СпецАлко403;114,1056401;0;0.559255626;Алкомаркеты
2,9879E+14;Красное и Белое;55,249417;61,396652;74.47997612;СпецАлко403;114,1056401;0;0.532031104;Алкомаркеты
2,9879E+14;Красное и Белое;55,18304;61,271957;83.96727576;СпецАлко402;90,88106225;0;0.082339059;Алкомаркеты
2,9879E+14;Красное и Белое;55,039445;61,377823;116.9885853;СпецАлко403;116,9885853;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,172697;61,452949;97.61295778;СпецАлко403;114,1056401;0;0.168959969;Алкомаркеты
2,9879E+14;Красное и Белое;55,138521;61,450416;108.3925081;СпецАлко403;114,1056401;0;0.052707813;Алкомаркеты
2,9879E+14;Красное и Белое;55,163657;61,442807;87.31903553;СпецАлко403;114,1056401;0;0.306767068;Алкомаркеты
2,9879E+14;Красное и Белое;55,20898;61,308087;89.36605601;СпецАлко403;114,1056401;0;0.276834238;Алкомаркеты
2,9879E+14;Красное и Белое;55,165363;61,46626;87.64311926;СпецАлко403;114,1056401;0;0.301934949;Алкомаркеты
2,9879E+14;Красное и Белое;55,189609;61,340399;70.56786173;СпецАлко403;114,1056401;0;0.616963264;Алкомаркеты
2,9879E+14;Красное и Белое;55,112206;61,363935;152.6818669;СпецАлко403;152,6818669;1;0;Алкомаркеты
96798103;Красное и Белое;55,12898701;61,4685093;145.0415523;СпецАлко403;145,0415523;1;0;Алкомаркеты
96813140;Красное и Белое;55,15084894;61,41123055;70.26543084;СпецАлко403;114,1056401;0;0.623922869;Алкомаркеты
N*55708410;Красное и Белое;55,13269;61,43388;118.4608018;СпецАлко403;118,4608018;1;0;Алкомаркеты
N*55708412;Красное и Белое;55,18082;61,434875;178.8535936;СпецАлко403;178,8535936;1;0;Алкомаркеты
N12459501;Красное и Белое;55,195046;61,322424;116.3072157;СпецАлко403;116,3072157;1;0;Алкомаркеты
N12459502;Красное и Белое;55,19286782;61,32207983;93.23608368;СпецАлко403;114,1056401;0;0.223835618;Алкомаркеты
N12459504;Красное и Белое;55,18525496;61,4219286;179.5153407;СпецАлко403;179,5153407;1;0;Алкомаркеты
N12459509;Красное и Белое;55,13368162;61,44691391;134.9707811;СпецАлко403;134,9707811;1;0;Алкомаркеты
N12459510;Красное и Белое;55,25347331;61,39678372;140.7594889;СпецАлко403;140,7594889;1;0;Алкомаркеты
N12459511;Красное и Белое;55,16690479;61,52191004;146.4431237;СпецАлко404;146,4431237;1;0;Алкомаркеты
N12459512;Красное и Белое;55,16524035;61,40752349;94.63454371;СпецАлко403;114,1056401;0;0.205750412;Алкомаркеты
N12459513;Красное и Белое;55,25455402;61,38507709;154.080672;СпецАлко403;154,080672;1;0;Алкомаркеты
N12459516;Красное и Белое;55,27107537;61,40131418;159.0948041;СпецАлко403;159,0948041;1;0;Алкомаркеты
N12459517;Красное и Белое;55,18562989;61,28243097;97.8792723;СпецАлко403;114,1056401;0;0.165779407;Алкомаркеты
N12459518;Красное и Белое;55,13207226;61,43262864;137.3971384;СпецАлко403;137,3971384;1;0;Алкомаркеты
N12459519;Красное и Белое;55,13073118;61,36794931;82.6191475;СпецАлко402;90,88106225;0;0.1;Алкомаркеты
N12459520;Красное и Белое;55,18758488;61,41383731;132.9423655;СпецАлко403;132,9423655;1;0;Алкомаркеты
N12459521;Красное и Белое;55,14826097;61,39409032;74.16977609;СпецАлко403;114,1056401;0;0.538438513;Алкомаркеты
N12459522;Красное и Белое;55,19416;61,34401465;54.80583114;СпецАлко403;89,03752315;0;0.624599451;Алкомаркеты
N12459523;Красное и Белое;55,18451691;61,37108612;79.78576529;СпецАлко403;114,1056401;0;0.430150349;Алкомаркеты
N12459524;Красное и Белое;55,16367369;61,38090756;72.36511227;СпецАлко403;114,1056401;0;0.576804574;Алкомаркеты
N12459526;Красное и Белое;55,15996475;61,29377642;171.4272828;СпецАлко404;171,4272828;1;0;Алкомаркеты
N12459527;Красное и Белое;55,19503391;61,28062862;81.64212856;СпецАлко403;114,1056401;0;0.397631861;Алкомаркеты
N12459529;Красное и Белое;55,1859121;61,42038875;131.2315172;СпецАлко403;131,2315172;1;0;Алкомаркеты
N12459530;Красное и Белое;55,18605151;61,43099444;91.70360766;СпецАлко403;114,1056401;0;0.244287362;Алкомаркеты
N12459531;Красное и Белое;55,16169851;61,4589624;100.2215656;СпецАлко403;114,1056401;0;0.138533801;Алкомаркеты
N12459532;Красное и Белое;55,25286484;61,36937332;209.3124773;СпецАлко403;209,3124773;1;0;Алкомаркеты
N12459534;Красное и Белое;55,2372916;61,37369927;134.0462058;СпецАлко403;134,0462058;1;0;Алкомаркеты
N12459535;Красное и Белое;55,17550592;61,30115804;108.5960747;СпецАлко403;114,1056401;0;0.05073448;Алкомаркеты
N12459539;Красное и Белое;55,19886917;61,33734751;103.8007503;СпецАлко403;114,1056401;0;0.099275677;Алкомаркеты
N12459542;Красное и Белое;55,19406633;61,30757365;79.13716966;СпецАлко403;114,1056401;0;0.441871633;Алкомаркеты
N12459546;Красное и Белое;55,183441;61,387588;74.65962836;СпецАлко403;114,1056401;0;0.528344603;Алкомаркеты
N12459702;Красное и Белое;55,1720356;61,53103342;152.7192752;СпецАлко404;152,7192752;1;0;Алкомаркеты
N12459703;Красное и Белое;55,1689932;61,4685788;157.168076;СпецАлко403;157,168076;1;0;Алкомаркеты
N12459707;Красное и Белое;55,14662471;61,39688484;75.18018659;СпецАлко403;114,1056401;0;0.517762129;Алкомаркеты
N12459732;Красное и Белое;55,1593921;61,40612686;41.18218016;СпецАлко402;68,44649884;0;0.662041654;Алкомаркеты
N12459733;Красное и Белое;55,17881561;61,37205398;106.2542304;СпецАлко403;114,1056401;0;0.073892678;Алкомаркеты
N12459735;Красное и Белое;55,11462739;61,42618227;142.41975;СпецАлко404;142,41975;1;0;Алкомаркеты
N12459736;Красное и Белое;55,1164488;61,46849698;113.9653301;СпецАлко403;114,1056401;0;0.001231163;Алкомаркеты
N12459737;Красное и Белое;55,15967493;61,3912461;55.63099237;СпецАлко403;89,86268439;0;0.615334916;Алкомаркеты
N12459738;Красное и Белое;55,17898828;61,33354414;85.73078752;СпецАлко403;114,1056401;0;0.330976226;Алкомаркеты
N12459739;Красное и Белое;55,18021346;61,38778124;125.7595631;СпецАлко403;125,7595631;1;0;Алкомаркеты
N12459740;Красное и Белое;55,14192221;61,42879341;176.1575599;СпецАлко403;176,1575599;1;0;Алкомаркеты
N12459741;Красное и Белое;55,19400024;61,31218338;106.837716;СпецАлко403;114,1056401;0;0.0680277;Алкомаркеты
N12459742;Красное и Белое;55,17566958;61,31321669;140.7259469;СпецАлко403;140,7259469;1;0;Алкомаркеты
N12459745;Красное и Белое;55,13067951;61,45235229;118.599304;СпецАлко403;118,599304;1;0;Алкомаркеты
N12459746;Красное и Белое;55,11691376;61,44495084;167.9449701;СпецАлко403;167,9449701;1;0;Алкомаркеты
N12459747;Красное и Белое;55,12011;61,377681;101.4337655;СпецАлко403;114,1056401;0;0.124927577;Алкомаркеты
N12459748;Красное и Белое;55,193123;61,360375;98.6117398;СпецАлко403;114,1056401;0;0.15712024;Алкомаркеты
N12459749;Красное и Белое;55,187934;61,484641;127.1006485;СпецАлко403;127,1006485;1;0;Алкомаркеты
N12459753;Красное и Белое;55,178054;61,327086;99.29939154;СпецАлко403;114,1056401;0;0.149107142;Алкомаркеты
N12459755;Красное и Белое;55,120609;61,45992;84.65720188;СпецАлко403;114,1056401;0;0.347855085;Алкомаркеты
N12459757;Красное и Белое;55,289285;61,540508;135.6008263;СпецАлко400;135,6008263;1;0;Алкомаркеты
N12459761;Красное и Белое;55,195303;61,362049;188.9513177;СпецАлко403;188,9513177;1;0;Алкомаркеты
N12459762;Красное и Белое;55,257484;61,400486;94.63515233;СпецАлко403;114,1056401;0;0.205742657;Алкомаркеты
N12459763;Красное и Белое;55,192641;61,281757;82.10190714;СпецАлко403;114,1056401;0;0.389804988;Алкомаркеты
N12459764;Красное и Белое;55,19405;61,30481;68.84570305;СпецАлко403;114,1056401;0;0.657411211;Алкомаркеты
N12459765;Красное и Белое;55,11516;61,465706;106.3796307;СпецАлко403;114,1056401;0;0.072626774;Алкомаркеты
N12459767;Красное и Белое;55,121088;61,51328;187.6864321;СпецАлко403;187,6864321;1;0;Алкомаркеты
N12459768;Красное и Белое;55,1264;61,4292;192.4013816;СпецАлко403;192,4013816;1;0;Алкомаркеты
N12459800;Красное и Белое;55,19734655;61,35419413;121.5012178;СпецАлко403;121,5012178;1;0;Алкомаркеты
N12459901;Красное и Белое;55,14734613;61,3721915;87.66345471;СпецАлко403;114,1056401;0;0.301632937;Алкомаркеты
N12459903;Красное и Белое;55,20905413;61,29741261;65.24643506;СпецАлко403;114,1056401;0;0.74884099;Алкомаркеты
N12459906;Красное и Белое;55,24099725;61,3912306;231.1446343;СпецАлко403;231,1446343;1;0;Алкомаркеты
N12459907;Красное и Белое;55,18296836;61,37260916;98.29965407;СпецАлко403;114,1056401;0;0.160793913;Алкомаркеты
N12459910;Красное и Белое;55,1472021;61,37948455;114.2811894;СпецАлко403;114,2811894;1;0;Алкомаркеты
N12460500;Красное и Белое;55,17563778;61,43782435;123.3544518;СпецАлко403;123,3544518;1;0;Алкомаркеты
N12460501;Красное и Белое;55,12102006;61,47203397;195.1456686;СпецАлко403;195,1456686;1;0;Алкомаркеты
N12460504;Красное и Белое;55,07229219;61,39397093;201.4917605;СпецАлко403;201,4917605;1;0;Алкомаркеты
N12700600;Красное и Белое;55,16973998;61,46148929;154.486007;СпецАлко403;154,486007;1;0;Алкомаркеты
N12700604;Красное и Белое;55,23759624;61,37822974;155.3044135;СпецАлко403;155,3044135;1;0;Алкомаркеты
N12701302;Красное и Белое;55,20611807;61,2794517;102.40779;СпецАлко403;114,1056401;0;0.114228127;Алкомаркеты
N12701303;Красное и Белое;55,1836436;61,39800243;102.7421963;СпецАлко403;114,1056401;0;0.110601526;Алкомаркеты
N12701306;Красное и Белое;55,14929954;61,38642749;68.85733765;СпецАлко403;114,1056401;0;0.657131163;Алкомаркеты
1911017551;Пятерочка;55,13516648;61,43893911;190.6427863;ПродуктСО523;190,6427863;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,10928164;61,47569921;224.8125679;ПродуктСО433;224,8125679;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,11907831;61,43489026;222.3093534;ПродуктСО523;222,3093534;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,1172843;61,42675593;141.0531746;ПродуктСО524;141,0531746;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,13048503;61,44172031;90.56772121;ПродуктСО523;112,8544541;0;0.246078102;Конвиниенс
2,9879E+14;Пятерочка;55,09926066;61,48687485;246.7114345;ПродуктСО523;246,7114345;1;0;Конвиниенс
N295608;Пятерочка;55,13675316;61,44883789;158.123729;ПродуктСО433;158,123729;1;0;Конвиниенс
N29561768;Пятерочка;55,13380365;61,44549452;188.2483827;ПродуктСО533;188,2483827;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,11379441;61,45784408;114.8750142;ПродуктСО533;132,4588263;0;0.153069074;Конвиниенс
2,9879E+14;Пятерочка;55,114558;61,460721;123.2374799;ПродуктСО423;123,2374799;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,16921773;61,53300934;184.8977402;ПродуктСО434;184,8977402;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,17289465;61,47229065;78.68874288;ПродуктСО423;116,5583515;0;0.481258274;Конвиниенс
2,9879E+14;Пятерочка;55,187093;61,48367819;165.2393189;ПродуктСО533;165,2393189;1;0;Конвиниенс
N12166821;Пятерочка;55,1709311;61,5204236;269.8127638;ПродуктСО524;269,8127638;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,1836009;61,4545514;103.3404185;ПродуктСО543;123,173728;0;0.191922094;Конвиниенс
2,9879E+14;Пятерочка;55,16865;61,528156;120.8944918;ПродуктСО534;153,5725978;0;0.270302686;Конвиниенс
N12166815;Пятерочка;55,1706606;61,4638657;84.20286804;ПродуктСО523;112,8544541;0;0.340268529;Конвиниенс
1911017491;Пятерочка;55,1789093;61,31564331;162.6954312;ПродуктСО523;162,6954312;1;0;Конвиниенс
